sci_63,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Rebbachisauridae, Nigersaurus",taqueti,Early Cretaceous,Niger; Algeria; Tunisia
sci_64,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Leptoceratops",gracilis,Late Cretaceous,Canada; USA
sci_65,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae, Troodon",formosus,Late Cretaceous,USA
sci_66,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Coelophysoidea, Podokesaurus",holyokensis,Mid Jurassic,USA
sci_67,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Allosauroidea, Allosauridae, Saurophaganax",maximus,Late Jurassic,USA
sci_68,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae, Pachycephalosaurus",wyomingensis,Late Cretaceous,Canada; USA
sci_69,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae, Euskelosaurus",browni,Late Triassic,Lesotho; South Africa; Zimbabwe
sci_70,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Bugenasaura",infernalis,Late Cretaceous,USA
sci_71,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae, Erlikosaurus",andrewsi,Late Cretaceous,Mongolia
sci_72,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Maiasaura",peeblesorum,Late Cretaceous,USA
sci_73,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae, Kentrosaurus",aethiopicus,Late Jurassic,Tanzania
sci_74,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Brachiosauridae, Brachiosaurus",altithorax,Late Jurassic,Tanzania; USA; Portugal; Algeria
sci_75,"Dinosauria, Ornithischia, Lesothosaurus",diagnosticus,Early Jurassic,Lesotho
sci_76,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Caenagnathidae, Nomingia",gobiensis,Late Cretaceous,Mongolia
sci_77,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Psittacosauridae, Psittacosaurus",mongoliensis,Early Cretaceous,Peoples Republic of China; Mongolia; Russia
sci_78,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Melanorosauridae, Melanorosaurus",readi,Late Triassic,South Africa
sci_79,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Tenontosaurus",tillettorum,Early Cretaceous,Canada; USA
sci_80,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Centrosaurinae, Brachyceratops",montanensis,Late Cretaceous,USA
sci_81,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Yimenosaurus",youngi,Early Jurassic,Peoples Republic of China
sci_82,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Equijubus",normani,Early Cretaceous,Peoples Republic of China
sci_83,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Gastonia",burgei,Early Cretaceous,USA
sci_84,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae, Edmontonia",longiceps,Late Cretaceous,Canada
sci_85,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Ingeniinae, Ingenia",yanshini,Late Cretaceous,Mongolia
sci_86,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae, Prenocephale",prenes,Late Cretaceous,Mongolia
sci_87,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Yuanmousaurus",jiangyiensis,Mid Jurassic,Peoples Republic of China
sci_88,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Chasmosaurinae, Triceratops",horridus,Late Cretaceous,USA
sci_89,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Rhabdodontidae, Rhabdodon",priscus,Late Cretaceous,Spain; Austria; France; Romania
sci_90,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Saltasauridae, Saltasaurinae, Maxakalisaurus",topai,Late Cretaceous,Brazil
sci_91,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Nemegtosauridae, Quaesitosaurus",orientalis,Late Cretaceous,Mongolia
sci_92,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Aegyptosaurus",baharijensis,Late Cretaceous,Egypt
sci_93,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Amygdalodon",patagonicus,Mid Jurassic,Argentina
sci_94,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Centrosaurinae, Centrosaurus",apertus,Late Cretaceous,Canada
sci_95,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Spinosauroidea, Spinosauridae, Spinosaurinae, Irritator",challengeri,Early Cretaceous,Brazil
sci_96,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Graciliceratops",mongoliensis,Late Cretaceous,Mongolia
sci_97,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Allosauroidea, Carcharodontosauridae, Carcharodontosaurus",saharicus,Late Cretaceous,North Africa
sci_98,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae, Lambeosaurus",lambei,Late Cretaceous,Canada
sci_99,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae, Tyrannosaurus",rex,Late Cretaceous,Canada; USA
sci_100,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Cetiosauriscus",stewarti,Mid Jurassic,England; United Kingdom
sci_101,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Jinzhousaurus",yangi,Early Cretaceous,Peoples Republic of China
sci_102,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae, Unenlagiinae, Buitreraptor",gonzalezorum,Late Cretaceous,Argentina
sci_103,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Gryposaurus",notabilis,Late Cretaceous,Canada; USA
sci_104,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Coelophysoidea, Liliensternus",liliensterni,Late Triassic,Germany; France
sci_105,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae, Shamosaurus",scutatus,Early Cretaceous,Mongolia
sci_106,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Zuniceratops",christopheri,Late Cretaceous,USA
sci_107,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Atlascopcosaurus",loadsi,Early Cretaceous,Australia
sci_108,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Spinosauroidea, Megalosauridae, Eustreptospondylinae, Piatnitzkysaurus",floresi,Late Jurassic,Argentina
sci_109,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Allosauroidea, Allosauridae, Allosaurus",fragilis,Late Jurassic,Portugal; USA
sci_110,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Spinosauroidea, Megalosauridae, Eustreptospondylinae, Afrovenator",abakensis,Early Cretaceous,Niger
sci_111,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Vulcanodontidae, Vulcanodon",karibaensis,Early Jurassic,Zimbabwe
sci_112,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Chasmosaurinae, Anchiceratops",ornatus,Late Cretaceous,Canada
sci_113,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Lophorhothon",atopus,Late Cretaceous,USA
sci_114,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Zephyrosaurus",schaffi,Early Cretaceous,USA
sci_115,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Iguanodon",bernissartensis,Early Cretaceous,England; United Kingdom; Germany; USA; Spain; Belgium
sci_116,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae, Massospondylus",carinatus,Early Jurassic,Lesotho; South Africa; Zimbabwe
sci_117,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Deltadromeus",agilis,Late Cretaceous,Morocco
sci_118,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Fukuisaurus",tetoriensius,Early Cretaceous,Japan
sci_119,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Bagaceratopsidae, Lamaceratops",tereschenkoi,Late Cretaceous,Mongolia
sci_120,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Erketu",ellisoni,Early Cretaceous,Mongolia
sci_121,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Homalocephale",calathocercos,Late Cretaceous,Mongolia
sci_122,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Orodromeus",makelai,Late Cretaceous,USA
sci_123,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae, Cetiosaurus",oxoniensis,Mid Jurassic,England; United Kingdom
sci_124,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Alioramus",remotus,Late Cretaceous,Mongolia
sci_125,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Guanlong",wucaii,Late Jurassic,Peoples Republic of China
sci_126,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Dryosauridae, Valdosaurus",canaliculatus,Early Cretaceous,England; United Kingdom; Niger; Romania
sci_127,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Chasmosaurinae, Torosaurus",latus,Late Cretaceous,Canada; USA
sci_128,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Paralititan",stromeri,Late Cretaceous,Egypt
sci_129,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Saltasauridae, Opisthocoelicaudia",skarzynskii,Late Cretaceous,Mongolia
sci_130,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Alectrosaurus",olseni,Late Cretaceous,Peoples Republic of China; Mongolia
sci_131,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Alvarezsauridae, Mononykus",olecranus,Late Cretaceous,Peoples Republic of China; Mongolia
sci_132,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Monolophosaurus",jiangi,Mid Jurassic,Peoples Republic of China
sci_133,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae, Bambiraptor",feinbergorum,Late Cretaceous,USA
sci_134,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Spinosauroidea, Megalosauridae, Megalosaurinae, Poekilopleuron",bucklandii,Mid Jurassic,France
sci_135,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Camarasauridae, Haplocanthosaurus",priscus,Late Jurassic,USA
sci_136,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Ingeniinae, Conchoraptor",gracilis,Late Cretaceous,Mongolia
